84.673090	86.673090	190827_noise
125.469799	127.469799	190827_noise
272.337953	274.337953	190827_noise
513.038538	515.038538	190827_noise
619.109983	621.109983	190827_noise
786.376491	788.376491	190827_noise
957.722670	959.722670	190827_noise
1040.336007	1042.336007	190827_noise
1116.829837	1118.829837	190827_noise
1202.502927	1204.502927	190827_noise
1296.845317	1298.845317	190827_noise
1355.490587	1357.490587	190827_noise
1413.128151	1415.128151	190827_noise
1416.346106	1418.346106	190827_cough
1417.017589	1419.017589	190827_cough
1423.091929	1425.091929	190827_noise
1482.482037	1484.482037	190827_cough
1486.211351	1488.211351	190827_noise
1517.151232	1519.151232	190827_cough
1527.740005	1529.740005	190827_noise
1563.380268	1565.380268	190827_cough
1566.396777	1568.396777	190827_noise
1577.378111	1579.378111	190827_cough
1580.745857	1582.745857	190827_noise
1650.807383	1652.807383	190827_noise
1659.113113	1661.113113	190827_cough
1662.212267	1664.212267	190827_cough
1672.377489	1674.377489	190827_noise
1752.170356	1754.170356	190827_noise
1758.182714	1760.182714	190827_cough
1825.785577	1827.785577	190827_noise
1833.326850	1835.326850	190827_cough
1998.842297	2000.842297	190827_noise
2005.329858	2007.329858	190827_cough
2005.867045	2007.867045	190827_cough
2014.048809	2016.048809	190827_noise
2053.325412	2055.325412	190827_cough
2057.478278	2059.478278	190827_noise
2133.572821	2135.572821	190827_noise
2146.899181	2148.899181	190827_cough
2152.415673	2154.415673	190827_cough
2160.576777	2162.576777	190827_noise
2169.626305	2171.626305	190827_cough
2174.729577	2176.729577	190827_noise
2182.105562	2184.105562	190827_noise
2188.138580	2190.138580	190827_noise
2196.155057	2198.155057	190827_cough
2196.836871	2198.836871	190827_cough
2197.436040	2199.436040	190827_cough
2200.576516	2202.576516	190827_cough
2202.250058	2204.250058	190827_cough
2206.940110	2208.940110	190827_noise
2223.799504	2225.799504	190827_noise
2244.460526	2246.460526	190827_noise
2270.059532	2272.059532	190827_noise
2273.675211	2275.675211	190827_cough
2276.340483	2278.340483	190827_cough
2280.865247	2282.865247	190827_cough
2283.985061	2285.985061	190827_noise
2294.026318	2296.026318	190827_noise
2331.298801	2333.298801	190827_cough
2340.203702	2342.203702	190827_noise
2367.992776	2369.992776	190827_cough
2372.248947	2374.248947	190827_noise
2421.091603	2423.091603	190827_cough
2428.384944	2430.384944	190827_noise
2440.492302	2442.492302	190827_noise
2444.397236	2446.397236	190827_cough
2489.665535	2491.665535	190827_cough
2495.161366	2497.161366	190827_noise
2502.764623	2504.764623	190827_noise
2507.578641	2509.578641	190827_cough
2523.776882	2525.776882	190827_noise
2530.305765	2532.305765	190827_cough
2540.078428	2542.078428	190827_cough
2545.491616	2547.491616	190827_noise
2564.086536	2566.086536	190827_noise
2569.912944	2571.912944	190827_cough
2571.503843	2573.503843	190827_cough
2574.747623	2576.747623	190827_noise
2582.743438	2584.743438	190827_noise
2589.292982	2591.292982	190827_cough
2590.718593	2592.718593	190827_cough
2594.024356	2596.024356	190827_noise
2597.702018	2599.702018	190827_noise
2600.057375	2602.057375	190827_cough
2603.106935	2605.106935	190827_cough
2604.106935	2606.106935	190827_cough
2608.611038	2610.611038	190827_cough
2618.610973	2620.610973	190827_cough
2623.962177	2625.962177	190827_noise
2628.156365	2630.156365	190827_noise
2630.800976	2632.800976	190827_cough
2633.362942	2635.362942	190827_noise
2638.404232	2640.404232	190827_noise
2644.519894	2646.519894	190827_noise
2649.540522	2651.540522	190827_cough
2652.309099	2654.309099	190827_cough
2656.627253	2658.627253	190827_noise
2657.784270	2659.784270	190827_noise
2660.408220	2662.408220	190827_noise
2665.180916	2667.180916	190827_cough
2671.503189	2673.503189	190827_cough
2673.362681	2675.362681	190827_cough
2677.019682	2679.019682	190827_noise
2679.726276	2681.726276	190827_noise
2683.589887	2685.589887	190827_cough
2686.523752	2688.523752	190827_noise
2688.524000	2690.524000	190827_cough
2690.655956	2692.655956	190827_cough
2694.354279	2696.354279	190827_noise
2702.432739	2704.432739	190827_noise
2714.354148	2716.354148	190827_cough
2719.044200	2721.044200	190827_noise
2734.044102	2736.044102	190827_cough
2739.601917	2741.601917	190827_noise
2745.510969	2747.510969	190827_cough
2748.692767	2750.692767	190827_cough
2751.936547	2753.936547	190827_cough
2755.180328	2757.180328	190827_noise
2762.907550	2764.907550	190827_noise
2766.688517	2768.688517	190827_noise
2772.742196	2774.742196	190827_noise
2776.068621	2778.068621	190827_cough
2795.118083	2797.118083	190827_noise
2807.845273	2809.845273	190827_cough
2829.911244	2831.911244	190827_noise
2833.093041	2835.093041	190827_noise
2841.626043	2843.626043	190827_cough
2843.816112	2845.816112	190827_cough
2862.142438	2864.142438	190827_noise
2868.154796	2870.154796	190827_noise
2874.807645	2876.807645	190827_cough
2891.460428	2893.460428	190827_cough
2914.910688	2916.910688	190827_noise
2945.026187	2947.026187	190827_cough
2946.026187	2948.026187	190827_cough
2952.864986	2954.864986	190827_noise
2976.707805	2978.707805	190827_noise
3016.500933	3018.500933	190827_cough
3020.137273	3022.137273	190827_noise
3026.542190	3028.542190	190827_cough
3032.740496	3034.740496	190827_noise
3040.261108	3042.261108	190827_cough
3043.298279	3045.298279	190827_cough
3046.810652	3048.810652	190827_noise
3058.649418	3060.649418	190827_noise
3080.880678	3082.880678	190827_noise
3086.293865	3088.293865	190827_noise
3092.884731	3094.884731	190827_noise
3105.487955	3107.487955	190827_cough
3106.487955	3108.487955	190827_cough
